-2.729549606	1.783525432	0.8640681525	0.9665073161	-0.05362296857	-0.02163723879	2.166761685	3.791283087	3.75696818	5.039588949	1.918163634	2.243422701	4.895138927	2.028241953	0.1727501871	2.555858472	1.804416581	5.175811859	0.3304139838	-0.4749188253	3.276037533	0.9748944301	3.156386051	0.1848664036	1.893013976	4.638044745	-3.038542807	3.434641092	2.482248495	1.302221722
-0.687644815	2.672261989	3.351608385	1.930020499	-0.2915926837	-0.3920446854	0.9254944773	2.437953419	1.903049326	1.942820207	0.7432932195	-1.212090526	1.665239334	-1.231920668	-0.7827121479	0.8676442419	2.698449943	-0.3766536616	3.056684944	-1.135028916	-2.52195936	1.046879533	0.04152134327	1.30986579	1.107527105	-0.5876181822	5.081850566	-0.8868907888	0.4080048621	1.672512061
-1.625934011	1.956102002	-0.04524695945	1.045020545	3.572269383	1.893718644	0.6781792772	-0.2175859258	-1.350343048	0.04601918116	-0.5684999797	-0.7340339361	2.798196592	2.104063354	2.143349503	-0.5734214654	-2.439721871	0.9821112152	1.197553375	2.787211517	0.8859079406	1.252440621	0.746769237	3.02786144	1.326383599	3.698217893	2.215001038	-0.12019527	3.280899381	0.9495539809
3.274816225	-1.615750044	4.139723153	0.3542902534	-1.889087286	0.0256326778	1.703880405	2.055679425	-1.176212831	-1.524775547	2.311760613	0.5757352949	-1.248406399	1.854735052	1.354541074	-1.322658707	-1.452149495	1.441113719	-3.046056478	-1.440683865	-0.774584182	-0.9876839335	3.160386179	0.588448769	1.657573856	-0.9815998347	0.8489521143	2.307677529	0.4514311361	-3.112913345
-1.803493544	1.508673942	3.972860515	1.13753466	-0.09001648388	-0.2938111684	1.060402964	2.668502557	-0.1347908749	2.305359938	-0.179083706	2.84146616	2.874438294	1.474567209	1.928299593	4.773373297	-3.322137428	-2.209938543	5.380008784	-0.6676580342	3.721155391	-2.216057512	1.317129868	2.436448706	2.670268121	1.197466972	-1.754058846	0.383830979	1.433718908	-1.358785056
0.5908586015	1.132014366	0.9307626075	2.870971335	0.9009124992	3.262470652	0.5086092593	0.8404519879	2.327299949	0.602755765	-0.1465806884	0.3752877393	-0.2661022759	-1.567037528	0.855848466	-0.3243687277	2.580680077	4.041340604	-0.721682273	-0.3413347321	3.026941838	-1.12127994	-0.2782451983	1.766387442	1.909351431	-1.725128414	1.598306629	1.514214934	0.7548169564	1.519547176
-1.736662109	2.290571506	-0.952248315	-2.195716116	-1.441637403	-0.2253342491	0.3860698874	-0.855809403	-1.65471447	3.038511815	-0.03922647853	5.481509464	0.1585938905	2.249922795	2.653222656	0.7421175929	1.26530699	0.8724045716	1.121519764	-0.1152393164	-1.095830863	-0.7042197559	0.1085375936	2.551146974	-0.9632043622	0.8246568115	3.686145599	1.506036123	2.072276075	-3.3221401
0.3521275417	-0.5329238548	0.1635441055	4.044153299	2.745376482	6.252263841	1.53905945	0.4374766656	-0.9871122949	-1.690239599	2.381028484	0.1965221743	1.828876532	0.714379238	3.462045618	1.013588983	-0.7232563526	1.437262329	-0.478034913	-3.280090359	1.838691083	1.861648637	2.585031668	-1.980134089	0.245050949	0.3225280232	1.129381418	0.7705969575	1.971777358	3.141907942
3.732279048	0.1803516118	-0.0548505608	-3.350613256	-2.782014558	1.15290447	4.046528005	6.312682191	-0.6662007896	-1.232455986	1.132687859	0.3293306678	-0.04556919883	2.2251492	5.72479461	3.167134967	1.574596355	2.044961384	-0.1288437984	3.18965585	2.558402175	2.029194129	0.8541801444	3.404846652	-0.1490684253	2.891689964	0.8366433155	3.685557393	0.3631518088	2.094877327
1.06178587	0.8063303772	0.0885661427	-1.245158392	0.210049313	-1.071108942	2.421966405	3.231821627	1.118004635	4.963758626	3.333052585	2.48982879	3.421667338	2.001713654	-1.889533732	-0.4493836281	3.856904442	-2.12064225	-1.422277392	-4.252453829	-1.541674535	-0.2716370006	2.864814653	3.779131349	3.50050672	1.627388266	-0.1762867668	0.5880116146	1.78743094	0.004826324811
